訂單編號,日期,門市,城市,產品,類別,單價,數量,金額,付款方式,會員編號
ORD-24912,2026-06-14,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-25588,2026-06-21,高雄夢時代店,高雄,拿鐵,咖啡,110,2,220,信用卡,M0325
ORD-23996,2026-06-04,公館店,台北,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-14512,2026-02-19,板橋車站店,新北,蜂蜜柚子茶,非咖啡飲品,95,2,190,信用卡,
ORD-13304,2026-02-06,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,
ORD-20230,2026-04-23,信義旗艦店,台北,拿鐵,咖啡,110,1,110,現金,
ORD-20548,2026-04-26,板橋車站店,新北,拿鐵,咖啡,110,1,110,行動支付,M0150
ORD-20359,2026-04-24,台中西屯店,台中,巴斯克起司蛋糕,甜點,120,2,240,現金,M0042
ORD-16120,2026-03-09,信義旗艦店,台北,冷萃咖啡,咖啡,140,2,280,LINE Pay,
ORD-22545,2026-05-18,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,信用卡,
ORD-25855,2026-06-25,公館店,臺北,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-11785,2026-01-20,竹北高鐵店,新竹,可頌,甜點,65,3,195,LINE Pay,M0340
ORD-17347,2026-03-22,竹北高鐵店,新竹,肉桂捲,甜點,85,1,85,行動支付,M0218
ORD-11717,2026-01-19,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,1,120,信用卡,
ORD-21534,2026-05-07,高雄夢時代店,高雄市,可頌,甜點,65,1,65,信用卡,
ORD-11711,2026-01-19,台中西屯店,台中,巴斯克起司蛋糕,甜點,120,2,240,信用卡,
ORD-26299,2026-06-29,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,1,140,行動支付,M0026
ORD-15869,2026-03-06,竹北高鐵店,新竹,巴斯克起司蛋糕,甜點,120,1,120,信用卡,M0168
ORD-23904,2026-06-03,信義旗艦店,台北,拿鐵,咖啡,110,1,110,現金,
ORD-13699,2026-02-10,公館店,台北,抹茶拿鐵,非咖啡飲品,120,3,360,信用卡,M0144
ORD-21151,2026-05-03,公館店,台北,冷萃咖啡,咖啡,140,1,140,信用卡,M0383
ORD-20892,2026-04-30,竹北高鐵店,新竹,蜂蜜柚子茶,非咖啡飲品,95,1,95,現金,
ORD-13992,2026-02-13,台中西屯店,台中,可頌,甜點,65,1,65,信用卡,
ORD-10741,2026-01-09,信義旗艦店,台北,肉桂捲,甜點,85,1,85,現金,
ORD-22890,2026-05-22,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,信用卡,M0165
ORD-23110,2026-05-24,高雄夢時代店,高雄,肉桂捲,甜點,85,2,170,行動支付,
ORD-18621,2026-04-05,信義旗艦店,台北,可頌,甜點,65,1,65,現金,M0160
ORD-10576,2026-01-07,板橋車站店,新北,卡布奇諾,咖啡,110,2,220,行動支付,
ORD-10536,2026-01-06,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,1,120,行動支付,
ORD-23875,2026-06-02,高雄夢時代店,高雄市,焦糖瑪奇朵,咖啡,130,1,130,行動支付,
ORD-10959,2026-01-11,信義旗艦店,台北,肉桂捲,甜點,85,1,85,信用卡,
ORD-11997,2026-01-23,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,現金,
ORD-11975,2026-01-22,高雄夢時代店,高雄市,抹茶拿鐵,非咖啡飲品,120,1,120,行動支付,M0357
ORD-14899,2026-02-23,竹北高鐵店,新竹,焦糖瑪奇朵,咖啡,130,1,130,LINE Pay,
ORD-19193,2026-04-11,竹北高鐵店,新竹,卡布奇諾,咖啡,110,2,220,行動支付,
ORD-22958,2026-05-23,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,信用卡,
ORD-12764,2026-01-31,板橋車站店,新北,蜂蜜柚子茶,非咖啡飲品,95,1,95,LINE Pay,
ORD-19400,2026-04-13,台中西屯店,台中,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-10509,2026-01-06,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,行動支付,
ORD-19590,2026-04-16,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,1,130,LINE Pay,
ORD-19062,2026-04-10,公館店,台北,冷萃咖啡,咖啡,140,2,280,信用卡,
ORD-21018,2026-05-02,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,1,120,LINE Pay,
ORD-15417,2026-03-01,竹北高鐵店,新竹,蜂蜜柚子茶,非咖啡飲品,95,3,285,行動支付,M0071
ORD-20181,2026-04-22,板橋車站店,新北,拿鐵,咖啡,110,1,110,LINE Pay,M0224
ORD-14451,2026-02-18,台中西屯店,台中,蜂蜜柚子茶,非咖啡飲品,95,1,95,現金,M0375
ORD-16589,2026-03-14,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-21786,2026-05-10,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,現金,
ORD-17074,2026-03-19,台中西屯店,台中,焦糖瑪奇朵,咖啡,130,1,130,現金,
ORD-19145,2026-04-11,信義旗艦店,台北,美式咖啡,咖啡,75,2,150,行動支付,
ORD-25283,2026-06-18,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,3,360,現金,M0414
ORD-20830,2026-04-29,台中西屯店,台中,拿鐵,咖啡,110,2,220,信用卡,M0258
ORD-10731,2026-01-09,信義旗艦店,台北,蜂蜜柚子茶,非咖啡飲品,95,1,95,現金,
ORD-19896,2026-04-19,板橋車站店,新北,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,M0262
ORD-16254,2026-03-10,高雄夢時代店,高雄市,抹茶拿鐵,非咖啡飲品,120,1,120,LINE Pay,
ORD-23258,2026-05-26,高雄夢時代店,高雄,美式咖啡,咖啡,75,2,150,現金,M0124
ORD-18737,2026-04-06,板橋車站店,新北,美式咖啡,咖啡,75,1,75,LINE Pay,M0255
ORD-14384,2026-02-17,台中西屯店,台中,卡布奇諾,咖啡,110,2,220,LINE Pay,
ORD-10630,2026-01-07,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,2,240,LINE Pay,
ORD-20430,2026-04-25,板橋車站店,新北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-25276,2026-06-18,台中西屯店,台中,美式咖啡,咖啡,75,1,75,信用卡,M0394
ORD-15499,2026-03-02,公館店,台北,拿鐵,咖啡,110,1,110,現金,M0245
ORD-25580,2026-06-21,高雄夢時代店,高雄,可頌,甜點,65,1,65,行動支付,
ORD-24244,2026-06-06,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-24495,2026-06-09,竹北高鐵店,新竹,肉桂捲,甜點,85,2,170,現金,
ORD-16215,2026-03-10,公館店,台北,蜂蜜柚子茶,非咖啡飲品,95,1,95,LINE Pay,M0453
ORD-16091,2026-03-08,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,1,140,LINE Pay,M0269
ORD-16057,2026-03-08,板橋車站店,新北,焦糖瑪奇朵,咖啡,130,1,130,信用卡,
ORD-20776,2026-04-29,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,
ORD-12563,2026-01-29,信義旗艦店,台北,拿鐵,咖啡,110,1,110,行動支付,M0221
ORD-10319,2026-01-04,竹北高鐵店,新竹,美式咖啡,咖啡,75,2,150,LINE Pay,M0161
ORD-22269,2026-05-16,信義旗艦店,台北,冷萃咖啡,咖啡,140,3,420,信用卡,
ORD-19855,2026-04-19,信義旗艦店,台北,可頌,甜點,65,1,65,現金,
ORD-14647,2026-02-20,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,1,130,信用卡,M0149
ORD-18787,2026-04-07,信義旗艦店,台北,拿鐵,咖啡,110,1,110,行動支付,
ORD-11370,2026-01-15,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,1,120,LINE Pay,
ORD-10590,2026-01-07,竹北高鐵店,新竹,焦糖瑪奇朵,咖啡,130,1,130,行動支付,M0476
ORD-14822,2026-02-22,竹北高鐵店,新竹,可頌,甜點,65,1,65,行動支付,M0323
ORD-18325,2026-04-01,高雄夢時代店,高雄,肉桂捲,甜點,85,1,85,信用卡,
ORD-20210,2026-04-22,高雄夢時代店,高雄,蜂蜜柚子茶,非咖啡飲品,95,1,95,LINE Pay,
ORD-25196,2026-06-17,台中西屯店,台中,美式咖啡,咖啡,75,1,75,信用卡,M0404
ORD-18204,2026-03-31,竹北高鐵店,新竹,抹茶拿鐵,非咖啡飲品,120,1,120,行動支付,M0288
ORD-22200,2026-05-15,公館店,台北,拿鐵,咖啡,110,3,330,LINE Pay,
ORD-20073,2026-04-21,信義旗艦店,台北,冷萃咖啡,咖啡,140,1,140,LINE Pay,M0232
ORD-23437,2026-05-29,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,1,130,LINE Pay,M0074
ORD-24386,2026-06-08,公館店,台北,冷萃咖啡,咖啡,140,1,140,現金,
ORD-10087,2026-01-02,信義旗艦店,台北,美式咖啡,咖啡,75,2,150,行動支付,
ORD-20710,2026-04-28,公館店,臺北,拿鐵,咖啡,110,2,220,信用卡,
ORD-14338,2026-02-17,信義旗艦店,台北,拿鐵,咖啡,110,2,220,現金,
ORD-21477,2026-05-07,信義旗艦店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,
ORD-13336,2026-02-06,板橋車站店,新北,拿鐵,咖啡,110,1,110,現金,M0251
ORD-24127,2026-06-05,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,現金,
ORD-14734,2026-02-21,高雄夢時代店,高雄,卡布奇諾,咖啡,110,2,220,現金,
ORD-17714,2026-03-26,台中西屯店,台中,拿鐵,咖啡,110,1,110,信用卡,
ORD-17338,2026-03-22,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,行動支付,M0319
ORD-22432,2026-05-17,台中西屯店,台中,焦糖瑪奇朵,咖啡,130,1,130,信用卡,
ORD-12371,2026-01-26,台中西屯店,台中,美式咖啡,咖啡,75,3,225,信用卡,M0194
ORD-24938,2026-06-14,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,信用卡,M0370
ORD-10657,2026-01-08,公館店,台北,蜂蜜柚子茶,非咖啡飲品,95,1,95,現金,M0371
ORD-11045,2026-01-11,高雄夢時代店,高雄,美式咖啡,咖啡,75,2,150,LINE Pay,M0320
ORD-17429,2026-03-23,竹北高鐵店,新竹,抹茶拿鐵,非咖啡飲品,120,1,120,行動支付,M0343
ORD-22484,2026-05-18,信義旗艦店,台北,拿鐵,咖啡,110,1,110,現金,
ORD-21285,2026-05-04,台中西屯店,台中,美式咖啡,咖啡,75,1,75,行動支付,
ORD-14029,2026-02-14,信義旗艦店,台北,冷萃咖啡,咖啡,140,1,140,行動支付,
ORD-18425,2026-04-03,信義旗艦店,台北,可頌,甜點,65,1,65,信用卡,M0157
ORD-14412,2026-02-17,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,現金,
ORD-24486,2026-06-09,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,信用卡,M0380
ORD-13063,2026-02-03,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,1,120,現金,M0060
ORD-21950,2026-05-12,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,
ORD-25387,2026-06-20,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,2,240,行動支付,
ORD-18970,2026-04-09,公館店,台北,拿鐵,咖啡,110,1,110,信用卡,M0431
ORD-25439,2026-06-20,竹北高鐵店,新竹,卡布奇諾,咖啡,110,1,110,LINE Pay,M0170
ORD-24167,2026-06-06,公館店,台北,拿鐵,咖啡,110,1,110,信用卡,
ORD-25422,2026-06-20,公館店,台北,巴斯克起司蛋糕,甜點,120,1,120,行動支付,
ORD-16554,2026-03-14,信義旗艦店,台北,蜂蜜柚子茶,非咖啡飲品,95,1,95,LINE Pay,M0410
ORD-16641,2026-03-14,高雄夢時代店,高雄市,冷萃咖啡,咖啡,140,1,140,LINE Pay,
ORD-17562,2026-03-25,信義旗艦店,臺北,拿鐵,咖啡,110,1,110,信用卡,
ORD-15208,2026-02-27,竹北高鐵店,新竹,可頌,甜點,65,1,65,行動支付,
ORD-23117,2026-05-24,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,2,240,現金,M0162
ORD-10081,2026-01-02,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,1,120,LINE Pay,M0103
ORD-23672,2026-05-31,板橋車站店,新北,抹茶拿鐵,非咖啡飲品,120,2,240,行動支付,M0038
ORD-25317,2026-06-19,信義旗艦店,台北,可頌,甜點,65,1,65,LINE Pay,
ORD-11026,2026-01-11,高雄夢時代店,高雄,美式咖啡,咖啡,75,2,150,LINE Pay,
ORD-24155,2026-06-06,信義旗艦店,臺北,冷萃咖啡,咖啡,9999,1,,LINE Pay,
ORD-14421,2026-02-18,信義旗艦店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0352
ORD-17663,2026-03-26,信義旗艦店,台北,拿鐵,咖啡,110,2,220,現金,M0261
ORD-16899,2026-03-17,台中西屯店,台中,卡布奇諾,咖啡,110,1,110,行動支付,
ORD-11680,2026-01-19,公館店,台北,卡布奇諾,咖啡,110,2,220,現金,
ORD-12881,2026-02-01,公館店,台北,肉桂捲,甜點,85,1,85,現金,M0103
ORD-17676,2026-03-26,公館店,台北,焦糖瑪奇朵,咖啡,130,3,390,信用卡,
ORD-13101,2026-02-03,台中西屯店,台中,巴斯克起司蛋糕,甜點,120,1,120,行動支付,M0259
ORD-13898,2026-02-12,台中西屯店,台中,拿鐵,咖啡,110,1,110,信用卡,
ORD-12691,2026-01-30,台中西屯店,台中,拿鐵,咖啡,110,1,110,現金,M0220
ORD-14378,2026-02-17,竹北高鐵店,新竹,美式咖啡,咖啡,75,2,150,行動支付,M0099
ORD-13995,2026-02-13,高雄夢時代店,高雄,卡布奇諾,咖啡,110,3,330,現金,
ORD-25306,2026-06-19,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,2,260,LINE Pay,
ORD-24467,2026-06-09,公館店,台北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-10237,2026-01-03,台中西屯店,台中,卡布奇諾,咖啡,110,1,110,信用卡,
ORD-15059,2026-02-25,台中西屯店,台中,肉桂捲,甜點,85,1,85,現金,
ORD-10259,2026-01-03,高雄夢時代店,高雄,肉桂捲,甜點,85,3,255,行動支付,M0314
ORD-22284,2026-05-16,公館店,台北,巴斯克起司蛋糕,甜點,120,2,240,LINE Pay,
ORD-13627,2026-02-09,板橋車站店,新北,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-15794,2026-03-05,板橋車站店,新北,美式咖啡,咖啡,75,1,75,信用卡,M0097
ORD-20451,2026-04-25,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,信用卡,
ORD-24262,2026-06-07,信義旗艦店,台北,冷萃咖啡,咖啡,140,1,140,現金,
ORD-23915,2026-06-03,公館店,臺北,拿鐵,咖啡,110,1,110,信用卡,
ORD-14225,2026-02-15,高雄夢時代店,高雄市,可頌,甜點,65,2,130,行動支付,M0021
ORD-23266,2026-05-26,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,3,420,信用卡,
ORD-15672,2026-03-04,信義旗艦店,臺北,肉桂捲,甜點,85,1,85,信用卡,
ORD-10737,2026-01-09,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,1,130,行動支付,
ORD-10513,2026-01-06,竹北高鐵店,新竹,可頌,甜點,65,1,65,行動支付,
ORD-15123,2026-02-26,板橋車站店,新北,美式咖啡,咖啡,75,1,75,現金,M0317
ORD-22920,2026-05-23,信義旗艦店,台北,抹茶拿鐵,非咖啡飲品,120,2,240,LINE Pay,M0394
ORD-16921,2026-03-18,信義旗艦店,台北,蜂蜜柚子茶,非咖啡飲品,95,3,285,現金,
ORD-23553,2026-05-30,公館店,台北,肉桂捲,甜點,85,1,85,信用卡,
ORD-16565,2026-03-14,公館店,台北,焦糖瑪奇朵,咖啡,130,1,130,行動支付,M0208
ORD-17613,2026-03-25,台中西屯店,台中,焦糖瑪奇朵,咖啡,130,2,260,信用卡,M0318
ORD-10179,2026-01-03,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,1,130,信用卡,
ORD-14717,2026-02-21,台中西屯店,台中,可頌,甜點,65,1,65,現金,M0228
ORD-16306,2026-03-11,竹北高鐵店,新竹,蜂蜜柚子茶,非咖啡飲品,95,1,95,行動支付,M0362
ORD-16683,2026-03-15,公館店,台北,美式咖啡,咖啡,75,2,150,現金,M0085
ORD-13889,2026-02-12,台中西屯店,台中,抹茶拿鐵,非咖啡飲品,120,1,120,行動支付,
ORD-16797,2026-03-16,竹北高鐵店,新竹,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,
ORD-21951,2026-05-12,信義旗艦店,台北,卡布奇諾,咖啡,110,1,110,行動支付,M0369
ORD-15008,2026-02-25,信義旗艦店,臺北,拿鐵,咖啡,110,1,110,信用卡,
ORD-12157,2026-01-24,高雄夢時代店,高雄,肉桂捲,甜點,85,1,85,行動支付,
ORD-14322,2026-02-16,高雄夢時代店,高雄,卡布奇諾,咖啡,110,1,110,現金,M0103
ORD-10990,2026-01-11,竹北高鐵店,新竹,抹茶拿鐵,非咖啡飲品,120,1,120,行動支付,
ORD-16544,2026-03-14,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,
ORD-23364,2026-05-28,信義旗艦店,台北,冷萃咖啡,咖啡,140,1,140,現金,M0083
ORD-13285,2026-02-05,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-12937,2026-02-01,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,行動支付,
ORD-21710,2026-05-09,竹北高鐵店,新竹,肉桂捲,甜點,85,1,85,信用卡,
ORD-17192,2026-03-21,信義旗艦店,臺北,焦糖瑪奇朵,咖啡,130,1,130,信用卡,M0392
ORD-19302,2026-04-12,台中西屯店,台中,抹茶拿鐵,非咖啡飲品,120,2,240,行動支付,
ORD-25203,2026-06-17,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,1,120,行動支付,M0200
ORD-20588,2026-04-26,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-13655,2026-02-09,台中西屯店,台中,拿鐵,咖啡,110,1,110,LINE Pay,M0083
ORD-20836,2026-04-29,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-17952,2026-03-29,信義旗艦店,台北,拿鐵,咖啡,110,1,110,現金,M0022
ORD-17274,2026-03-21,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,2,240,行動支付,
ORD-19046,2026-04-10,信義旗艦店,臺北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-19881,2026-04-19,公館店,台北,蜂蜜柚子茶,非咖啡飲品,95,1,95,LINE Pay,M0358
ORD-17946,2026-03-29,信義旗艦店,台北,蜂蜜柚子茶,非咖啡飲品,95,2,190,現金,
ORD-20598,2026-04-26,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,1,140,信用卡,
ORD-10101,2026-01-02,信義旗艦店,台北,拿鐵,咖啡,110,2,220,現金,
ORD-22535,2026-05-18,高雄夢時代店,高雄,可頌,甜點,65,3,195,LINE Pay,
ORD-18531,2026-04-04,板橋車站店,新北,肉桂捲,甜點,85,3,255,信用卡,M0200
ORD-20485,2026-04-25,高雄夢時代店,高雄市,可頌,甜點,65,1,65,,M0088
ORD-16560,2026-03-14,信義旗艦店,台北,肉桂捲,甜點,85,1,85,信用卡,
ORD-21462,2026-05-06,高雄夢時代店,高雄,肉桂捲,甜點,85,1,85,信用卡,
ORD-16110,2026-03-08,高雄夢時代店,高雄,拿鐵,咖啡,110,2,220,信用卡,M0221
ORD-12435,2026-01-27,竹北高鐵店,新竹,抹茶拿鐵,非咖啡飲品,120,1,120,行動支付,
ORD-18700,2026-04-05,高雄夢時代店,高雄,肉桂捲,甜點,85,1,85,行動支付,
ORD-21409,2026-05-06,公館店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,現金,
ORD-23908,2026-06-03,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-21110,2026-05-02,高雄夢時代店,高雄市,冷萃咖啡,咖啡,140,1,140,現金,M0305
ORD-18550,2026-04-04,竹北高鐵店,新竹,美式咖啡,咖啡,75,2,150,現金,
ORD-23618,2026-05-30,高雄夢時代店,高雄,拿鐵,咖啡,110,2,220,信用卡,M0445
ORD-14972,2026-02-24,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,信用卡,
ORD-23326,2026-05-27,台中西屯店,台中,蜂蜜柚子茶,非咖啡飲品,95,1,95,現金,M0104
ORD-17818,2026-03-27,高雄夢時代店,高雄,卡布奇諾,咖啡,110,1,110,行動支付,
ORD-12689,2026-01-30,台中西屯店,台中,卡布奇諾,咖啡,110,1,110,信用卡,M0263
ORD-13582,2026-02-08,高雄夢時代店,高雄市,卡布奇諾,咖啡,110,1,110,信用卡,
ORD-15640,2026-03-03,台中西屯店,台中,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,
ORD-10856,2026-01-10,板橋車站店,新北,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0408
ORD-18733,2026-04-06,板橋車站店,新北,拿鐵,咖啡,110,1,110,行動支付,M0414
ORD-12818,2026-01-31,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-11663,2026-01-19,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-13724,2026-02-10,台中西屯店,台中,拿鐵,咖啡,110,1,110,行動支付,M0327
ORD-24286,2026-06-07,公館店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,現金,M0003
ORD-12088,2026-01-24,信義旗艦店,台北,卡布奇諾,咖啡,110,2,220,LINE Pay,M0353
ORD-18471,2026-04-03,台中西屯店,台中,冷萃咖啡,咖啡,140,1,140,信用卡,
ORD-12886,2026-02-01,公館店,台北,冷萃咖啡,咖啡,140,2,280,信用卡,
ORD-24609,2026-06-11,信義旗艦店,台北,卡布奇諾,咖啡,110,3,330,信用卡,
ORD-19254,2026-04-12,信義旗艦店,台北,冷萃咖啡,咖啡,140,1,140,行動支付,M0189
ORD-14445,2026-02-18,竹北高鐵店,新竹,抹茶拿鐵,非咖啡飲品,120,1,120,LINE Pay,
ORD-18681,2026-04-05,高雄夢時代店,高雄,卡布奇諾,咖啡,110,1,110,信用卡,M0104
ORD-13931,2026-02-13,信義旗艦店,臺北,焦糖瑪奇朵,咖啡,130,1,130,信用卡,
ORD-25144,2026-06-17,信義旗艦店,台北,拿鐵,咖啡,110,1,110,行動支付,M0314
ORD-10578,2026-01-07,板橋車站店,新北,美式咖啡,咖啡,75,2,150,信用卡,M0045
ORD-21000,2026-05-01,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0288
ORD-20172,2026-04-22,公館店,台北,拿鐵,咖啡,110,2,220,LINE Pay,M0309
ORD-21323,2026-05-05,信義旗艦店,台北,冷萃咖啡,咖啡,140,1,140,信用卡,
ORD-24341,2026-06-07,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,信用卡,
ORD-13503,2026-02-08,公館店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,現金,M0183
ORD-12948,2026-02-01,高雄夢時代店,高雄,美式咖啡,咖啡,75,3,225,LINE Pay,
ORD-25640,2026-06-22,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,現金,
ORD-17854,2026-03-28,信義旗艦店,台北,美式咖啡,咖啡,75,2,150,現金,
ORD-11471,2026-01-17,信義旗艦店,台北,可頌,甜點,65,2,130,信用卡,M0453
ORD-15138,2026-02-26,台中西屯店,台中,拿鐵,咖啡,110,1,110,行動支付,M0200
ORD-18705,2026-04-06,信義旗艦店,台北,抹茶拿鐵,非咖啡飲品,120,2,240,LINE Pay,M0007
ORD-14890,2026-02-23,板橋車站店,新北,焦糖瑪奇朵,咖啡,130,2,260,信用卡,M0216
ORD-23700,2026-05-31,台中西屯店,台中,巴斯克起司蛋糕,甜點,120,3,360,現金,
ORD-12154,2026-01-24,高雄夢時代店,高雄市,肉桂捲,甜點,85,1,85,LINE Pay,
ORD-17556,2026-03-24,高雄夢時代店,高雄,拿鐵,咖啡,110,2,220,信用卡,
ORD-13829,2026-02-11,高雄夢時代店,高雄,蜂蜜柚子茶,非咖啡飲品,95,2,190,行動支付,
ORD-15016,2026-02-25,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,1,130,行動支付,
ORD-13257,2026-02-05,竹北高鐵店,新竹,焦糖瑪奇朵,咖啡,130,1,130,行動支付,M0428
ORD-25193,2026-06-17,台中西屯店,台中,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-23087,2026-05-24,台中西屯店,台中,卡布奇諾,咖啡,110,3,330,行動支付,
ORD-25922,2026-06-25,高雄夢時代店,高雄,美式咖啡,咖啡,75,2,150,LINE Pay,M0022
ORD-16807,2026-03-16,台中西屯店,台中,拿鐵,咖啡,110,1,110,現金,
ORD-19178,2026-04-11,板橋車站店,新北,拿鐵,咖啡,110,1,110,信用卡,
ORD-12255,2026-01-25,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-24392,2026-06-08,板橋車站店,新北,可頌,甜點,65,1,65,LINE Pay,M0432
ORD-10958,2026-01-11,信義旗艦店,臺北,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,
ORD-11268,2026-01-14,台中西屯店,台中,美式咖啡,咖啡,75,1,75,信用卡,M0164
ORD-26368,2026-06-30,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,1,130,行動支付,
ORD-20525,2026-04-26,公館店,臺北,卡布奇諾,咖啡,110,1,110,LINE Pay,M0294
ORD-26286,2026-06-29,高雄夢時代店,高雄市,冷萃咖啡,咖啡,140,2,280,信用卡,
ORD-25191,2026-06-17,台中西屯店,台中,焦糖瑪奇朵,咖啡,130,1,130,現金,
ORD-21115,2026-05-02,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,信用卡,
ORD-11581,2026-01-18,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,1,120,信用卡,
ORD-10679,2026-01-08,竹北高鐵店,新竹,焦糖瑪奇朵,咖啡,130,1,130,信用卡,M0204
ORD-12915,2026-02-01,台中西屯店,台中,焦糖瑪奇朵,咖啡,130,1,130,行動支付,M0389
ORD-23302,2026-05-27,公館店,台北,卡布奇諾,咖啡,110,1,110,LINE Pay,
ORD-19135,2026-04-11,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,M0357
ORD-12729,2026-01-31,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,1,120,行動支付,M0387
ORD-10085,2026-01-02,信義旗艦店,台北,可頌,甜點,65,2,130,行動支付,
ORD-12770,2026-01-31,板橋車站店,新北,卡布奇諾,咖啡,110,2,220,現金,M0107
ORD-18880,2026-04-08,公館店,台北,蜂蜜柚子茶,非咖啡飲品,95,2,190,現金,M0058
ORD-20886,2026-04-30,板橋車站店,新北,美式咖啡,咖啡,75,2,150,行動支付,
ORD-25344,2026-06-19,竹北高鐵店,新竹,卡布奇諾,咖啡,110,1,110,現金,
ORD-18788,2026-04-07,信義旗艦店,台北,美式咖啡,咖啡,75,3,225,現金,M0294
ORD-20199,2026-04-22,台中西屯店,台中,卡布奇諾,咖啡,110,1,110,行動支付,M0270
ORD-25710,2026-06-23,板橋車站店,新北,巴斯克起司蛋糕,甜點,120,3,360,信用卡,
ORD-22741,2026-05-21,信義旗艦店,台北,拿鐵,咖啡,110,1,110,LINE Pay,M0345
